vehicle_id,timestamp,speed_kmph,engine_temp_c,oil_pressure_psi,vibration_g,mileage_km,age_months,fault,time_to_failure_days
VEH077,2022-02-20 14:47:16.525117,62.14,87.96,47.43,0.396,18477,116,0,
VEH046,2022-02-21 14:47:16.525117,66.53,85.12,47.81,0.405,2655,32,1,21.0
VEH045,2022-02-22 14:47:16.525117,75.02,96.45,27.68,0.525,21580,91,1,59.0
VEH001,2022-02-23 14:47:16.525117,54.2,64.31,28.43,0.352,18774,39,0,
VEH040,2022-02-24 14:47:16.525117,28.86,85.9,38.01,0.675,15152,86,0,
VEH019,2022-02-25 14:47:16.525117,53.47,85.56,46.07,0.338,10296,80,0,
VEH076,2022-02-26 14:47:16.525117,71.6,92.67,30.61,0.462,61986,98,1,24.0
VEH072,2022-02-27 14:47:16.525117,70.54,100.5,26.72,0.354,37867,39,0,
VEH072,2022-02-28 14:47:16.525117,80.14,103.42,39.04,0.247,17593,42,0,
VEH061,2022-03-01 14:47:16.525117,54.05,91.68,43.63,0.415,127,63,1,47.0
VEH012,2022-03-02 14:47:16.525117,83.71,78.77,37.04,0.393,11317,118,0,
VEH061,2022-03-03 14:47:16.525117,62.78,86.03,36.81,0.331,24102,117,1,30.0
VEH033,2022-03-04 14:47:16.525117,69.07,87.22,44.04,0.037,2495,65,0,
VEH045,2022-03-05 14:47:16.525117,73.55,93.62,34.42,0.101,10436,31,0,
VEH090,2022-03-06 14:47:16.525117,39.28,89.41,35.29,0.412,4257,114,1,14.0
VEH092,2022-03-07 14:47:16.525117,44.93,83.74,42.29,0.214,8254,50,0,
VEH069,2022-03-08 14:47:16.525117,44.43,79.21,43.41,0.299,540,50,0,
VEH008,2022-03-09 14:47:16.525117,76.08,83.86,39.27,0.342,2710,37,1,21.0
VEH025,2022-03-10 14:47:16.525117,55.42,82.53,49.65,0.245,12130,106,0,
VEH091,2022-03-11 14:47:16.525117,90.41,104.49,43.05,0.334,45692,74,0,
VEH046,2022-03-12 14:47:16.525117,60.05,83.85,38.51,0.25,13489,89,1,31.0
VEH087,2022-03-13 14:47:16.525117,37.93,89.38,32.32,0.386,12068,76,0,
VEH030,2022-03-14 14:47:16.525117,49.91,97.24,45.22,0.408,30982,112,0,
VEH047,2022-03-15 14:47:16.525117,61.76,91.65,45.99,0.188,6234,28,0,
VEH087,2022-03-16 14:47:16.525117,67.73,81.7,40.24,0.256,1997,70,1,56.0
VEH049,2022-03-17 14:47:16.525117,45.23,97.14,40.95,0.177,4703,44,0,
VEH047,2022-03-18 14:47:16.525117,68.53,93.26,43.88,0.393,31337,72,0,
VEH084,2022-03-19 14:47:16.525117,72.53,73.14,51.3,0.146,22605,50,0,
VEH082,2022-03-20 14:47:16.525117,50.39,99.49,44.38,0.455,1919,72,1,42.0
VEH018,2022-03-21 14:47:16.525117,89.54,98.46,41.82,0.306,21997,68,0,
VEH066,2022-03-22 14:47:16.525117,52.01,92.31,45.35,0.483,53633,75,1,30.0
VEH068,2022-03-23 14:47:16.525117,45.0,102.33,45.67,0.562,919,100,0,
VEH094,2022-03-24 14:47:16.525117,37.06,95.66,41.06,0.395,19164,59,1,49.0
VEH033,2022-03-25 14:47:16.525117,78.31,99.94,44.51,0.295,9533,32,1,36.0
VEH036,2022-03-26 14:47:16.525117,60.34,98.31,35.11,0.201,13904,98,0,
VEH082,2022-03-27 14:47:16.525117,52.81,95.7,45.64,0.473,15023,84,1,7.0
VEH019,2022-03-28 14:47:16.525117,37.89,74.57,37.54,0.213,29484,41,0,
VEH028,2022-03-29 14:47:16.525117,54.16,76.34,35.32,0.239,16284,10,0,
VEH040,2022-03-30 14:47:16.525117,95.72,98.59,38.37,0.285,17983,72,0,
VEH084,2022-03-31 14:47:16.525117,27.83,98.24,31.12,0.134,8096,56,1,49.0
VEH097,2022-04-01 14:47:16.525117,50.53,83.88,37.03,0.431,2692,94,0,
VEH076,2022-04-02 14:47:16.525117,86.89,82.43,43.03,0.249,22960,37,0,
VEH015,2022-04-03 14:47:16.525117,78.73,93.04,41.36,0.036,100,26,0,
VEH041,2022-04-04 14:47:16.525117,51.44,77.96,45.04,0.219,7971,117,0,
VEH039,2022-04-05 14:47:16.525117,63.05,88.8,44.05,0.091,4919,22,0,
VEH002,2022-04-06 14:47:16.525117,66.94,87.51,42.49,0.376,9837,78,0,
VEH063,2022-04-07 14:47:16.525117,62.01,88.3,35.06,0.359,7458,31,1,27.0
VEH029,2022-04-08 14:47:16.525117,86.77,106.41,43.9,0.608,24362,27,0,
VEH074,2022-04-09 14:47:16.525117,65.1,85.18,39.82,0.054,6027,46,0,
VEH066,2022-04-10 14:47:16.525117,77.03,91.28,41.31,0.522,16453,115,1,49.0
VEH051,2022-04-11 14:47:16.525117,62.72,79.64,41.66,0.326,12167,64,1,26.0
VEH075,2022-04-12 14:47:16.525117,29.51,96.0,48.85,0.125,32294,92,1,16.0
VEH077,2022-04-13 14:47:16.525117,42.11,87.67,33.06,0.562,11175,80,1,9.0
VEH010,2022-04-14 14:47:16.525117,45.23,98.69,37.07,0.325,39883,15,1,52.0
VEH014,2022-04-15 14:47:16.525117,56.26,70.16,45.17,0.022,100,92,1,52.0
VEH082,2022-04-16 14:47:16.525117,91.18,91.09,40.02,0.461,18569,10,1,9.0
VEH051,2022-04-17 14:47:16.525117,65.44,91.33,36.96,0.143,197,60,0,
VEH073,2022-04-18 14:47:16.525117,58.41,97.21,27.77,0.509,25030,31,0,
VEH039,2022-04-19 14:47:16.525117,78.58,85.79,38.7,0.25,5355,9,1,7.0
VEH028,2022-04-20 14:47:16.525117,38.22,95.21,41.65,0.274,9560,112,0,
VEH003,2022-04-21 14:47:16.525117,52.65,85.41,43.72,0.082,9574,32,0,
VEH084,2022-04-22 14:47:16.525117,50.44,90.27,38.96,0.145,37470,107,0,
VEH070,2022-04-23 14:47:16.525117,65.97,97.67,40.3,0.362,2153,103,0,
VEH027,2022-04-24 14:47:16.525117,73.44,83.23,33.82,0.02,21986,63,1,3.0
VEH002,2022-04-25 14:47:16.525117,67.07,96.28,41.71,0.435,79538,8,0,
VEH093,2022-04-26 14:47:16.525117,67.31,93.04,39.75,0.237,452,55,0,
VEH038,2022-04-27 14:47:16.525117,54.58,87.06,41.29,0.226,67565,101,1,31.0
VEH003,2022-04-28 14:47:16.525117,64.81,84.89,39.19,0.362,371,31,1,48.0
VEH016,2022-04-29 14:47:16.525117,47.4,72.56,43.02,0.182,36795,23,0,
VEH094,2022-04-30 14:47:16.525117,70.11,89.86,43.82,0.484,65009,12,1,6.0
VEH040,2022-05-01 14:47:16.525117,52.49,86.97,41.84,0.023,99315,50,0,
VEH002,2022-05-02 14:47:16.525117,43.18,94.27,28.64,0.441,12291,18,0,
VEH081,2022-05-03 14:47:16.525117,60.57,94.33,41.22,0.325,40341,11,0,
VEH041,2022-05-04 14:47:16.525117,31.3,97.13,36.96,0.237,2609,40,1,20.0
VEH012,2022-05-05 14:47:16.525117,82.12,99.96,34.75,0.492,11081,100,0,
VEH035,2022-05-06 14:47:16.525117,71.96,115.84,45.51,0.517,7362,111,1,11.0
VEH065,2022-05-07 14:47:16.525117,65.05,94.36,33.97,0.356,10056,58,1,19.0
VEH055,2022-05-08 14:47:16.525117,35.64,81.9,35.89,0.222,24211,106,0,
VEH045,2022-05-09 14:47:16.525117,49.5,96.08,25.94,0.225,1830,112,0,
VEH079,2022-05-10 14:47:16.525117,60.61,102.88,47.36,0.203,126002,73,0,
VEH090,2022-05-11 14:47:16.525117,56.05,93.6,44.99,0.523,20160,47,0,
VEH085,2022-05-12 14:47:16.525117,34.67,71.74,39.83,0.333,41353,9,1,23.0
VEH062,2022-05-13 14:47:16.525117,40.25,93.46,43.33,0.403,35403,65,0,
VEH049,2022-05-14 14:47:16.525117,55.75,84.75,27.17,0.21,29048,50,0,
VEH095,2022-05-15 14:47:16.525117,40.75,78.46,44.01,0.547,800,77,0,
VEH025,2022-05-16 14:47:16.525117,80.57,92.52,34.61,0.208,14532,107,0,
VEH023,2022-05-17 14:47:16.525117,67.42,78.16,51.23,0.184,7954,80,0,
VEH024,2022-05-18 14:47:16.525117,47.95,97.58,41.45,0.61,2396,71,0,
VEH038,2022-05-19 14:47:16.525117,77.54,96.72,40.11,0.326,8401,87,0,
VEH028,2022-05-20 14:47:16.525117,74.52,90.03,35.07,0.561,20701,87,0,
VEH021,2022-05-21 14:47:16.525117,64.33,85.82,35.53,0.336,5243,27,0,
VEH054,2022-05-22 14:47:16.525117,59.41,88.5,43.71,0.215,11761,17,0,
VEH018,2022-05-23 14:47:16.525117,55.52,81.69,35.85,0.229,10366,86,1,33.0
VEH036,2022-05-24 14:47:16.525117,51.9,88.98,34.89,0.187,1077,56,1,28.0
VEH099,2022-05-25 14:47:16.525117,39.95,66.24,50.82,0.285,19781,22,0,
VEH045,2022-05-26 14:47:16.525117,82.92,91.86,41.54,0.493,19291,41,1,10.0
VEH073,2022-05-27 14:47:16.525117,52.19,90.52,33.37,0.373,67873,98,0,
VEH053,2022-05-28 14:47:16.525117,60.42,96.78,42.63,0.376,7076,54,0,
VEH030,2022-05-29 14:47:16.525117,46.35,91.72,38.15,0.153,10858,21,0,
VEH060,2022-05-30 14:47:16.525117,56.11,97.62,28.64,0.502,10338,110,0,
VEH098,2022-05-31 14:47:16.525117,102.76,96.51,36.35,0.459,50450,80,1,37.0
VEH032,2022-06-01 14:47:16.525117,49.11,97.75,32.93,0.38,10506,49,0,
VEH067,2022-06-02 14:47:16.525117,81.73,112.06,39.33,0.365,11695,112,1,48.0
VEH067,2022-06-03 14:47:16.525117,59.58,93.34,35.73,0.323,5816,114,0,
VEH028,2022-06-04 14:47:16.525117,70.2,91.98,40.35,0.173,100,27,0,
VEH044,2022-06-05 14:47:16.525117,78.67,100.43,42.95,0.131,2340,99,0,
VEH079,2022-06-06 14:47:16.525117,64.08,86.46,54.52,0.237,24340,13,1,36.0
VEH041,2022-06-07 14:47:16.525117,54.72,88.78,52.0,0.165,22945,115,0,
VEH063,2022-06-08 14:47:16.525117,57.21,93.23,41.02,0.24,7787,23,1,54.0
VEH023,2022-06-09 14:47:16.525117,57.71,90.46,39.64,0.229,12811,115,1,53.0
VEH075,2022-06-10 14:47:16.525117,87.97,91.94,36.24,0.298,7058,85,0,
VEH048,2022-06-11 14:47:16.525117,37.74,96.09,29.53,0.309,26254,116,1,49.0
VEH032,2022-06-12 14:47:16.525117,33.44,75.1,27.77,0.232,36966,89,0,
VEH057,2022-06-13 14:47:16.525117,34.44,104.99,33.44,0.427,45873,108,0,
VEH100,2022-06-14 14:47:16.525117,46.59,93.22,49.5,0.336,3820,77,0,
VEH033,2022-06-15 14:47:16.525117,70.5,87.32,49.89,0.431,23749,99,0,
VEH024,2022-06-16 14:47:16.525117,71.42,103.6,39.07,0.336,65939,43,1,56.0
VEH039,2022-06-17 14:47:16.525117,50.89,90.37,42.75,0.465,21031,34,0,
VEH034,2022-06-18 14:47:16.525117,59.57,91.02,36.27,0.282,8645,82,0,
VEH056,2022-06-19 14:47:16.525117,43.26,87.45,40.07,0.338,20209,86,0,
VEH028,2022-06-20 14:47:16.525117,44.65,100.97,34.25,0.217,23322,109,0,
VEH037,2022-06-21 14:47:16.525117,68.7,90.36,35.3,0.472,10118,112,0,
VEH007,2022-06-22 14:47:16.525117,75.72,86.32,44.04,0.477,2196,86,0,
VEH068,2022-06-23 14:47:16.525117,52.85,97.63,35.6,0.621,18661,78,0,
VEH037,2022-06-24 14:47:16.525117,84.53,100.69,41.88,0.272,32403,7,0,
VEH056,2022-06-25 14:47:16.525117,74.48,103.58,37.76,0.447,120450,64,0,
VEH065,2022-06-26 14:47:16.525117,83.88,96.26,47.88,0.115,5047,47,0,
VEH065,2022-06-27 14:47:16.525117,55.49,98.94,42.42,0.062,24105,93,1,54.0
VEH047,2022-06-28 14:47:16.525117,82.81,89.07,41.56,0.38,568,26,0,
VEH020,2022-06-29 14:47:16.525117,92.69,99.84,30.43,0.332,70015,115,1,51.0
VEH019,2022-06-30 14:47:16.525117,53.81,95.63,36.49,0.135,252,7,0,
VEH029,2022-07-01 14:47:16.525117,57.69,94.13,39.29,0.348,8888,10,0,
VEH074,2022-07-02 14:47:16.525117,45.78,76.83,41.64,0.374,1589,22,0,
VEH060,2022-07-03 14:47:16.525117,42.84,86.04,44.38,0.29,19402,29,0,
VEH018,2022-07-04 14:47:16.525117,43.01,88.78,41.36,0.478,8295,13,0,
VEH092,2022-07-05 14:47:16.525117,47.83,93.64,33.44,0.219,26405,35,0,
VEH035,2022-07-06 14:47:16.525117,64.12,109.41,41.61,0.559,13325,55,1,53.0
VEH043,2022-07-07 14:47:16.525117,48.46,96.3,36.6,0.274,10873,27,0,
VEH095,2022-07-08 14:47:16.525117,63.66,83.7,36.74,0.453,8570,64,0,
VEH091,2022-07-09 14:47:16.525117,63.97,86.36,33.75,0.091,1801,29,0,
VEH011,2022-07-10 14:47:16.525117,52.95,100.77,36.82,0.388,4583,31,0,
VEH049,2022-07-11 14:47:16.525117,59.06,85.76,37.08,0.313,20383,66,1,11.0
VEH038,2022-07-12 14:47:16.525117,52.08,97.75,46.19,0.41,13733,13,0,
VEH064,2022-07-13 14:47:16.525117,55.34,90.7,38.32,0.251,1453,17,1,35.0
VEH069,2022-07-14 14:47:16.525117,47.87,88.06,43.39,0.355,15703,19,0,
VEH008,2022-07-15 14:47:16.525117,61.26,85.99,29.58,0.25,1113,35,0,
VEH034,2022-07-16 14:47:16.525117,50.99,65.18,46.95,0.097,14337,60,1,15.0
VEH048,2022-07-17 14:47:16.525117,42.51,93.44,43.5,0.529,67026,104,0,
VEH056,2022-07-18 14:47:16.525117,68.9,82.03,32.06,0.272,7344,66,0,
VEH076,2022-07-19 14:47:16.525117,69.41,79.12,35.86,0.019,25711,67,0,
VEH065,2022-07-20 14:47:16.525117,76.68,92.82,35.74,0.213,27373,36,0,
VEH031,2022-07-21 14:47:16.525117,44.63,97.47,38.04,0.555,10379,97,0,
VEH004,2022-07-22 14:47:16.525117,52.79,76.06,37.16,0.094,17993,115,0,
VEH050,2022-07-23 14:47:16.525117,63.46,98.2,37.71,0.422,12774,32,0,
VEH069,2022-07-24 14:47:16.525117,52.47,82.4,44.68,0.158,6663,105,0,
VEH030,2022-07-25 14:47:16.525117,68.56,95.62,36.09,0.112,28108,6,0,
VEH088,2022-07-26 14:47:16.525117,67.47,95.01,41.28,0.397,24268,46,1,6.0
VEH059,2022-07-27 14:47:16.525117,67.19,88.71,41.18,0.244,46161,19,0,
VEH067,2022-07-28 14:47:16.525117,81.9,91.33,22.12,0.545,19253,79,0,
VEH075,2022-07-29 14:47:16.525117,69.66,87.31,35.42,0.455,9844,55,0,
VEH045,2022-07-30 14:47:16.525117,62.31,92.22,45.69,0.501,25035,47,1,4.0
VEH004,2022-07-31 14:47:16.525117,57.1,91.89,34.44,0.469,19301,76,1,24.0
VEH026,2022-08-01 14:47:16.525117,58.14,82.52,34.32,0.366,19174,45,0,
VEH027,2022-08-02 14:47:16.525117,44.04,78.34,47.38,0.037,37920,19,1,26.0
VEH046,2022-08-03 14:47:16.525117,33.51,96.74,40.25,0.299,48263,105,0,
VEH064,2022-08-04 14:47:16.525117,66.96,91.98,48.55,0.411,3974,96,0,
VEH091,2022-08-05 14:47:16.525117,78.35,97.88,36.42,0.296,7539,16,0,
VEH051,2022-08-06 14:47:16.525117,55.05,84.39,47.77,0.267,21013,68,1,43.0
VEH050,2022-08-07 14:47:16.525117,83.81,84.59,35.21,0.382,16293,111,0,
VEH006,2022-08-08 14:47:16.525117,57.35,81.77,25.41,0.417,21129,54,0,
VEH059,2022-08-09 14:47:16.525117,30.69,87.09,44.33,0.147,11348,42,1,23.0
VEH015,2022-08-10 14:47:16.525117,73.77,92.55,43.18,0.413,10635,111,0,
VEH030,2022-08-11 14:47:16.525117,52.81,85.29,44.51,0.361,2503,15,0,
VEH042,2022-08-12 14:47:16.525117,75.13,103.28,37.43,0.218,19544,59,0,
VEH037,2022-08-13 14:47:16.525117,40.84,83.9,49.41,0.209,3866,12,1,37.0
VEH042,2022-08-14 14:47:16.525117,66.18,92.3,44.96,0.334,22235,86,1,21.0
VEH035,2022-08-15 14:47:16.525117,47.99,82.34,45.72,0.47,68268,17,0,
VEH087,2022-08-16 14:47:16.525117,63.02,84.77,41.25,0.212,5925,106,0,
VEH006,2022-08-17 14:47:16.525117,71.5,89.88,31.93,0.362,3066,106,0,
VEH068,2022-08-18 14:47:16.525117,68.02,83.74,41.03,0.444,489,60,1,33.0
VEH018,2022-08-19 14:47:16.525117,61.04,90.77,42.08,0.582,9522,41,1,44.0
VEH073,2022-08-20 14:47:16.525117,39.32,92.49,51.95,0.346,4831,12,0,
VEH029,2022-08-21 14:47:16.525117,70.96,99.29,40.67,0.029,13539,29,0,
VEH077,2022-08-22 14:47:16.525117,75.47,82.13,34.51,0.399,14859,39,0,
VEH059,2022-08-23 14:47:16.525117,44.36,90.56,42.75,0.334,8594,70,0,
VEH047,2022-08-24 14:47:16.525117,46.56,88.83,47.66,0.167,27718,34,1,38.0
VEH017,2022-08-25 14:47:16.525117,76.1,76.02,51.65,0.337,47036,31,0,
VEH096,2022-08-26 14:47:16.525117,56.87,80.81,40.28,0.534,4753,79,1,30.0
VEH022,2022-08-27 14:47:16.525117,46.95,93.15,38.49,0.347,36194,70,0,
VEH068,2022-08-28 14:47:16.525117,64.09,79.38,32.59,0.004,2812,50,0,
VEH069,2022-08-29 14:47:16.525117,50.42,88.93,36.49,0.511,5193,22,0,
VEH037,2022-08-30 14:47:16.525117,62.42,73.14,44.28,0.219,16484,110,0,
VEH049,2022-08-31 14:47:16.525117,53.8,88.87,30.97,0.401,7322,41,1,7.0
VEH013,2022-09-01 14:47:16.525117,55.09,73.33,53.95,0.226,852,78,1,46.0
VEH034,2022-09-02 14:47:16.525117,76.66,86.0,38.26,0.348,6987,108,0,
VEH086,2022-09-03 14:47:16.525117,22.97,84.65,41.26,0.373,47050,68,0,
VEH053,2022-09-04 14:47:16.525117,68.32,91.4,41.91,0.428,3828,28,0,
VEH087,2022-09-05 14:47:16.525117,74.18,88.69,46.91,0.315,28857,98,0,
VEH051,2022-09-06 14:47:16.525117,50.67,79.65,42.64,0.134,25622,71,0,
VEH003,2022-09-07 14:47:16.525117,74.07,80.97,34.49,0.284,2246,87,1,3.0
VEH042,2022-09-08 14:47:16.525117,45.61,76.37,43.89,0.35,7992,97,1,50.0
VEH098,2022-09-09 14:47:16.525117,50.1,91.16,46.65,0.193,4198,116,1,43.0
VEH032,2022-09-10 14:47:16.525117,48.37,90.72,34.56,0.138,468,47,0,
VEH051,2022-09-11 14:47:16.525117,74.27,96.07,44.19,0.53,3799,118,0,
VEH085,2022-09-12 14:47:16.525117,33.83,84.69,42.06,0.527,4502,76,0,
VEH046,2022-09-13 14:47:16.525117,84.6,77.36,41.84,0.243,3629,80,0,
VEH021,2022-09-14 14:47:16.525117,55.43,87.24,36.44,0.376,1910,76,0,
VEH044,2022-09-15 14:47:16.525117,69.22,90.55,38.61,0.359,14943,48,1,14.0
VEH011,2022-09-16 14:47:16.525117,67.93,81.08,43.52,0.072,7791,93,0,
VEH068,2022-09-17 14:47:16.525117,62.27,81.55,38.3,0.289,47773,60,0,
VEH001,2022-09-18 14:47:16.525117,50.99,93.16,33.81,0.536,4145,61,0,
VEH092,2022-09-19 14:47:16.525117,78.64,91.74,33.71,0.133,18469,84,0,
VEH063,2022-09-20 14:47:16.525117,52.28,98.68,40.82,0.154,46176,36,1,16.0
VEH024,2022-09-21 14:47:16.525117,49.03,103.23,41.61,0.257,966,88,0,
VEH099,2022-09-22 14:47:16.525117,73.17,78.64,40.73,0.172,14524,61,0,
VEH013,2022-09-23 14:47:16.525117,62.19,86.76,51.21,0.384,11981,79,0,
VEH098,2022-09-24 14:47:16.525117,80.37,92.01,29.6,0.508,52839,53,1,48.0
VEH011,2022-09-25 14:47:16.525117,59.06,92.86,41.99,0.509,21798,57,1,25.0
VEH100,2022-09-26 14:47:16.525117,50.24,97.64,28.19,0.436,8589,77,1,33.0
VEH051,2022-09-27 14:47:16.525117,64.12,96.04,38.77,0.092,24862,6,1,56.0
VEH017,2022-09-28 14:47:16.525117,53.29,98.77,40.62,0.105,17476,7,0,
VEH099,2022-09-29 14:47:16.525117,50.67,90.02,38.94,0.41,8528,98,1,19.0
VEH082,2022-09-30 14:47:16.525117,72.48,85.6,28.73,0.04,30765,47,0,
VEH086,2022-10-01 14:47:16.525117,87.47,106.97,37.73,0.468,22062,79,0,
VEH024,2022-10-02 14:47:16.525117,56.3,91.04,39.91,0.347,108,111,0,
VEH019,2022-10-03 14:47:16.525117,45.38,87.33,45.65,0.217,40069,14,1,39.0
VEH037,2022-10-04 14:47:16.525117,57.7,81.31,32.31,0.125,10119,119,0,
VEH085,2022-10-05 14:47:16.525117,67.72,91.66,48.48,0.339,20737,36,1,38.0
VEH008,2022-10-06 14:47:16.525117,63.86,98.23,24.07,0.418,10109,101,1,1.0
VEH028,2022-10-07 14:47:16.525117,77.91,86.89,32.53,0.201,42633,7,1,40.0
VEH005,2022-10-08 14:47:16.525117,69.98,89.43,41.11,0.133,21044,29,0,
VEH017,2022-10-09 14:47:16.525117,43.45,91.17,41.75,0.35,17320,106,1,57.0
VEH036,2022-10-10 14:47:16.525117,52.6,93.41,48.73,0.099,78506,48,0,
VEH019,2022-10-11 14:47:16.525117,39.29,86.89,41.47,0.377,6587,75,1,46.0
VEH064,2022-10-12 14:47:16.525117,77.17,87.71,39.62,0.447,1349,77,0,
VEH091,2022-10-13 14:47:16.525117,30.12,84.42,43.22,0.022,14513,109,0,
VEH098,2022-10-14 14:47:16.525117,40.75,80.18,26.93,0.172,11033,94,0,
VEH011,2022-10-15 14:47:16.525117,52.32,83.45,34.61,0.26,12113,111,1,23.0
VEH054,2022-10-16 14:47:16.525117,68.46,84.05,33.54,0.267,19357,48,0,
VEH045,2022-10-17 14:47:16.525117,52.18,77.27,46.98,0.105,19096,56,0,
VEH047,2022-10-18 14:47:16.525117,54.52,97.67,47.03,0.138,9960,94,1,22.0
VEH012,2022-10-19 14:47:16.525117,54.82,92.62,50.93,0.244,39737,51,0,
VEH021,2022-10-20 14:47:16.525117,62.59,91.27,43.29,0.403,21079,80,0,
VEH011,2022-10-21 14:47:16.525117,41.69,99.52,44.4,0.433,44129,104,0,
VEH092,2022-10-22 14:47:16.525117,45.79,95.03,40.06,0.413,48872,6,0,
VEH005,2022-10-23 14:47:16.525117,85.21,84.94,37.51,0.462,3661,92,1,56.0
VEH081,2022-10-24 14:47:16.525117,66.04,99.69,32.55,0.191,22823,72,1,13.0
VEH056,2022-10-25 14:47:16.525117,71.41,98.35,32.15,0.285,7640,110,0,
VEH020,2022-10-26 14:47:16.525117,60.87,81.1,32.66,0.228,36210,6,1,12.0
VEH041,2022-10-27 14:47:16.525117,57.9,97.12,43.67,0.097,26399,68,0,
VEH046,2022-10-28 14:47:16.525117,66.86,86.6,37.88,0.317,4431,113,0,
VEH012,2022-10-29 14:47:16.525117,70.91,98.52,34.81,0.338,55849,81,0,
VEH070,2022-10-30 14:47:16.525117,72.69,87.93,28.04,0.119,23007,107,0,
VEH017,2022-10-31 14:47:16.525117,58.1,85.64,34.96,0.409,59375,67,0,
VEH019,2022-11-01 14:47:16.525117,74.33,87.27,38.55,0.408,4510,66,1,53.0
VEH026,2022-11-02 14:47:16.525117,23.01,80.37,31.74,0.312,40759,45,1,1.0
VEH048,2022-11-03 14:47:16.525117,73.38,78.83,57.08,0.012,22056,100,0,
VEH052,2022-11-04 14:47:16.525117,53.6,69.69,33.99,0.052,16072,34,0,
VEH096,2022-11-05 14:47:16.525117,68.3,81.98,47.72,0.305,34353,40,0,
VEH070,2022-11-06 14:47:16.525117,50.26,110.56,37.22,0.322,20040,97,0,
VEH055,2022-11-07 14:47:16.525117,40.1,92.83,36.32,0.28,22149,90,0,
VEH100,2022-11-08 14:47:16.525117,65.1,105.17,36.99,0.211,5851,16,0,
VEH075,2022-11-09 14:47:16.525117,37.48,86.33,40.45,0.31,33971,95,1,32.0
VEH033,2022-11-10 14:47:16.525117,54.0,85.95,41.76,0.505,21013,16,0,
VEH062,2022-11-11 14:47:16.525117,47.81,103.12,32.8,0.414,37207,68,0,
VEH088,2022-11-12 14:47:16.525117,57.37,92.87,43.07,0.46,8662,74,0,
VEH023,2022-11-13 14:47:16.525117,71.96,82.96,39.03,0.396,8060,61,1,18.0
VEH015,2022-11-14 14:47:16.525117,52.65,94.7,31.54,0.27,483,12,0,
VEH027,2022-11-15 14:47:16.525117,64.72,100.24,36.41,0.323,29272,56,0,
VEH075,2022-11-16 14:47:16.525117,71.09,79.13,49.6,0.466,8018,100,1,56.0
VEH064,2022-11-17 14:47:16.525117,50.89,93.26,40.99,0.426,7926,44,0,
VEH081,2022-11-18 14:47:16.525117,51.11,78.66,41.16,0.387,23338,47,0,
VEH051,2022-11-19 14:47:16.525117,80.54,100.6,36.55,0.378,5830,77,0,
VEH053,2022-11-20 14:47:16.525117,58.81,91.79,37.91,0.25,47942,58,0,
VEH078,2022-11-21 14:47:16.525117,67.64,95.42,40.78,0.287,15446,96,1,23.0
VEH091,2022-11-22 14:47:16.525117,67.52,88.64,38.54,0.5,69785,26,0,
VEH082,2022-11-23 14:47:16.525117,42.03,74.85,44.24,0.224,1595,35,1,28.0
VEH092,2022-11-24 14:47:16.525117,48.59,85.9,42.35,0.467,8214,83,0,
VEH051,2022-11-25 14:47:16.525117,65.63,97.72,32.07,0.549,9608,6,1,37.0
VEH047,2022-11-26 14:47:16.525117,28.99,104.4,41.73,0.51,26217,114,0,
VEH004,2022-11-27 14:47:16.525117,56.83,92.1,34.06,0.431,4789,29,1,41.0
VEH007,2022-11-28 14:47:16.525117,47.02,83.86,34.64,0.524,9411,11,1,9.0
VEH035,2022-11-29 14:47:16.525117,76.66,95.12,39.34,0.199,48302,11,0,
VEH048,2022-11-30 14:47:16.525117,65.19,96.98,40.85,0.273,2433,74,0,
VEH073,2022-12-01 14:47:16.525117,77.87,91.96,43.49,0.121,27355,67,0,
VEH072,2022-12-02 14:47:16.525117,59.41,90.54,27.01,0.078,24245,40,1,2.0
VEH045,2022-12-03 14:47:16.525117,58.29,91.62,44.57,0.301,2796,113,0,
VEH081,2022-12-04 14:47:16.525117,55.43,90.12,42.46,0.341,23326,84,0,
VEH081,2022-12-05 14:47:16.525117,52.45,92.0,35.44,0.386,16869,40,0,
VEH097,2022-12-06 14:47:16.525117,100.27,106.63,36.92,0.279,6780,53,0,
VEH096,2022-12-07 14:47:16.525117,72.11,74.34,42.75,0.16,7454,119,1,13.0
VEH072,2022-12-08 14:47:16.525117,44.01,87.29,19.33,0.413,35794,110,1,49.0
VEH019,2022-12-09 14:47:16.525117,99.59,84.52,33.04,0.054,5253,77,0,
VEH063,2022-12-10 14:47:16.525117,53.93,99.14,46.05,0.348,14380,48,0,
VEH038,2022-12-11 14:47:16.525117,64.82,89.11,36.47,0.491,22860,40,0,
VEH067,2022-12-12 14:47:16.525117,74.09,95.18,38.97,0.286,2782,10,1,21.0
VEH059,2022-12-13 14:47:16.525117,36.93,100.26,38.27,0.288,53869,36,0,
VEH069,2022-12-14 14:47:16.525117,47.59,80.73,45.21,0.44,6039,111,0,
VEH013,2022-12-15 14:47:16.525117,84.72,87.02,37.86,0.073,7679,36,0,
VEH047,2022-12-16 14:47:16.525117,56.63,100.42,37.02,0.232,21939,106,0,
VEH061,2022-12-17 14:47:16.525117,74.98,81.78,41.97,0.144,1628,13,1,19.0
VEH031,2022-12-18 14:47:16.525117,53.2,85.71,45.51,0.383,19756,11,1,35.0
VEH080,2022-12-19 14:47:16.525117,58.57,77.13,48.27,0.005,49545,92,0,
